outcome,photo_quality,item,retail_price,vacuum,towel_hook,age,gender,marital,employment
10,1,area_rug_1,60,45,1,3,6,1,1
,1,area_rug_1,60,125,5,3,6,1,1
,1,area_rug_1,60,20,2,3,5,1,1
,1,area_rug_1,60,100,3,3,5,1,1
,1,area_rug_1,60,75,1,3,5,1,1
,1,area_rug_1,60,50,5,3,5,2,1
50,1,area_rug_1,60,100,9,3,5,1,1
5,1,area_rug_1,60,30,1,4,6,1,1
50,1,area_rug_1,60,75,3,3,6,1,2
40,1,area_rug_1,60,100,3,3,6,1,1
35,1,area_rug_1,60,125,2,3,5,1,1
20,1,area_rug_1,60,40,1,3,6,1,1
25,1,area_rug_1,60,125,1,3,5,1,1
20,1,area_rug_1,60,40,0,3,6,1,1
,1,area_rug_1,60,150,4,3,6,1,1
,1,area_rug_1,60,100,2,3,5,1,1
50,1,area_rug_1,60,80,5,3,5,1,1
50,1,area_rug_1,60,125,5,3,6,1,1
50,1,area_rug_1,60,150,4,3,6,1,1
10,1,area_rug_1,60,50,1,3,5,2,1
30,1,area_rug_1,60,100,3,3,6,1,1
50,1,area_rug_1,60,70,2,3,6,1,4
10,1,area_rug_1,60,50,3,3,5,1,1
,1,area_rug_1,60,10,0,3,5,1,1
40,1,area_rug_1,60,120,0,3,5,1,1
,1,area_rug_1,60,80,2,3,6,1,1
30,1,area_rug_1,60,60,2,3,6,1,1
20,1,area_rug_1,60,50,1,3,6,1,1
25,1,area_rug_1,60,70,3,3,6,2,1
,1,area_rug_1,60,50,1,4,6,2,1
,1,area_rug_1,60,50,1,3,6,1,1
10,1,area_rug_1,60,50,3,2,6,1,1
,1,area_rug_1,60,140,4,3,6,1,1
40,1,area_rug_1,60,90,5,3,5,1,1
30,1,area_rug_1,60,90,2,3,6,1,1
40,1,area_rug_1,60,120,2,3,6,2,4
,1,area_rug_1,60,50,2,3,6,1,1
20,1,area_rug_1,60,50,2,3,6,1,1
,1,area_rug_1,60,120,3,6,5,2,1
,1,area_rug_1,60,100,5,6,6,2,1
25,1,area_rug_1,60,60,1,5,5,2,1
,1,area_rug_1,60,100,4,3,6,2,1
50,1,area_rug_1,60,125,3,3,5,1,1
30,1,area_rug_1,60,80,3,3,6,2,1
,1,area_rug_1,60,30,2,3,6,1,4
,1,area_rug_1,60,80,2,3,5,2,1
40,1,area_rug_1,60,125,1,3,5,2,1
35,1,area_rug_1,60,75,3,3,6,2,3
20,1,area_rug_1,60,45,2,3,6,2,5
16,1,area_rug_1,60,35,1,3,6,1,2
40,1,area_rug_1,60,70,2,3,6,1,1
,1,area_rug_1,60,75,3,3,6,1,1
,1,area_rug_1,60,50,2,3,6,3,5
,1,area_rug_1,60,100,3,2,5,1,1
40,1,area_rug_1,60,90,2,3,6,1,4
50,1,area_rug_1,60,100,5,3,5,1,1
45,1,area_rug_1,60,120,5,3,5,1,1
,1,area_rug_1,60,50,5,3,6,1,1
,1,area_rug_1,60,100,5,3,6,2,1
,1,area_rug_1,60,30,2,6,6,1,1
10,1,area_rug_1,60,95,1,5,5,2,1
50,1,area_rug_1,60,35,3,3,6,2,4
,1,area_rug_1,60,120,5,3,5,2,1
,1,area_rug_1,60,75,2,3,6,1,1
,1,area_rug_1,60,50,1,3,6,1,1
,1,area_rug_1,60,50,3,3,6,1,1
,1,area_rug_1,60,125,3,3,6,1,1
,1,area_rug_1,60,50,2,5,6,1,1
,1,area_rug_1,60,50,1,2,5,1,1
,1,area_rug_1,60,80,1,3,5,1,4
40,1,area_rug_1,60,110,4,2,6,1,1
,1,area_rug_1,60,100,4,2,6,1,1
,1,area_rug_1,60,85,4,3,6,2,1
,1,area_rug_1,60,100,5,2,6,1,1
60,1,area_rug_1,60,100,9,3,6,1,1
15,1,area_rug_1,60,80,1,3,5,2,1
60,1,area_rug_1,60,50,0,2,5,1,1
40,1,area_rug_1,60,100,5,2,6,1,1
,1,area_rug_1,60,60,3,2,6,1,3
,1,area_rug_1,60,100,5,2,6,1,1
45,1,area_rug_1,60,145,4,2,6,1,1
,1,area_rug_1,60,30,2,2,6,1,1
,1,area_rug_1,60,90,3,2,6,1,1
,1,area_rug_1,60,100,2,3,5,1,1
45,1,area_rug_1,60,60,1,2,6,1,1
,1,area_rug_1,60,40,3,4,5,2,1
35,1,area_rug_1,60,75,2,3,5,1,1
,1,area_rug_1,60,60,9,3,5,1,1
,1,area_rug_1,60,5,1,3,5,1,1
40,1,area_rug_1,60,100,5,2,6,1,1
,1,area_rug_1,60,100,3,2,6,1,3
,1,area_rug_1,60,25,3,2,6,1,1
30,1,area_rug_1,60,75,4,3,6,1,1
,1,area_rug_1,60,80,5,3,6,2,1
,1,area_rug_1,60,100,1,3,6,2,1
,1,area_rug_1,60,25,2,3,6,1,3
,1,area_rug_1,60,150,5,3,6,1,1
25,1,area_rug_1,60,135,5,3,6,2,1
,1,area_rug_1,60,100,2,3,6,1,1
,1,area_rug_1,60,80,3,3,6,1,3
,1,area_rug_1,60,50,2,3,6,1,1
10,1,area_rug_1,60,20,0,3,5,1,1
40,1,area_rug_1,60,120,5,3,6,1,1
,1,area_rug_1,60,20,1,3,6,1,1
,1,area_rug_1,60,50,2,3,5,1,1
25,1,area_rug_1,60,75,2,3,6,1,1
,1,area_rug_1,60,80,2,3,5,1,1
40,1,area_rug_1,60,100,7,3,6,1,4
10,1,area_rug_1,60,35,0,3,6,1,1
,1,area_rug_1,60,50,4,3,6,1,2
50,1,area_rug_1,60,120,5,3,6,1,1
,1,area_rug_1,60,120,2,2,6,1,2
,1,area_rug_1,60,80,4,2,6,1,4
,1,area_rug_1,60,100,5,3,5,1,1
,1,area_rug_1,60,100,0,2,6,1,1
35,1,area_rug_1,60,120,2,3,5,1,1
,1,area_rug_1,60,80,3,2,6,1,1
,1,area_rug_1,60,55,3,3,6,2,4
40,1,area_rug_1,60,125,5,3,5,2,1
25,1,area_rug_1,60,50,1,3,5,2,1
45,1,area_rug_1,60,110,5,3,5,1,1
40,1,area_rug_1,60,90,9,3,6,1,1
30,1,area_rug_1,60,60,1,3,6,1,1
,1,area_rug_1,60,80,3,3,6,1,1
,1,area_rug_1,60,75,1,3,5,1,1
40,1,area_rug_1,60,50,1,3,6,1,1
,1,area_rug_1,60,40,0,2,6,1,1
,1,area_rug_1,60,100,1,3,6,1,3
,1,area_rug_1,60,75,1,3,5,1,1
,1,area_rug_1,60,80,0,3,5,2,1
,1,area_rug_1,60,80,5,3,6,1,1
45,1,area_rug_1,60,50,1,3,6,1,1
,1,area_rug_1,60,75,2,3,5,1,1
,1,area_rug_1,60,40,1,3,6,1,1
45,1,area_rug_1,60,75,3,3,6,1,1
40,1,area_rug_1,60,50,3,2,5,1,4
50,1,area_rug_1,60,125,5,2,6,1,1
20,1,area_rug_1,60,70,2,3,6,1,1
25,1,area_rug_1,60,100,0,6,5,2,1
25,1,area_rug_1,60,65,3,4,6,2,1
,1,area_rug_1,60,50,2,3,6,1,1
,1,area_rug_1,60,50,2,3,5,2,1
40,1,area_rug_1,60,95,1,3,5,2,1
,1,area_rug_1,60,80,3,3,6,1,1
30,1,area_rug_1,60,40,2,2,5,1,4
40,1,area_rug_1,60,75,2,3,5,1,1
,1,area_rug_1,60,150,2,3,6,1,1
30,1,area_rug_1,60,45,4,2,6,1,1
20,1,area_rug_1,60,40,1,3,5,2,1
5,1,area_rug_1,60,40,1,5,5,2,1
25,1,area_rug_1,60,45,4,3,6,2,1
25,1,area_rug_1,60,80,2,6,6,1,1
20,1,area_rug_1,60,75,2,3,6,1,1
25,1,area_rug_1,60,90,5,3,6,1,1
,1,area_rug_1,60,120,1,3,6,1,1
,1,area_rug_1,60,100,3,3,5,1,1
20,1,area_rug_1,60,50,4,3,6,1,1
,1,area_rug_1,60,50,3,3,6,2,1
25,1,area_rug_1,60,50,5,3,6,1,1
20,1,area_rug_1,60,100,3,3,5,2,1
30,1,area_rug_1,60,100,5,2,5,1,1
,1,area_rug_1,60,140,5,2,5,1,1
15,1,area_rug_1,60,30,4,3,6,1,1
,1,area_rug_1,60,80,1,3,6,1,1
40,1,area_rug_1,60,20,3,6,5,2,1
,1,area_rug_1,60,50,3,6,6,2,3
,1,area_rug_1,60,125,5,3,5,2,2
50,1,area_rug_1,60,120,5,3,5,1,1
25,1,area_rug_1,60,75,2,5,6,2,3
20,1,area_rug_1,60,100,2,3,6,1,1
30,1,area_rug_1,60,50,3,6,5,1,5
,1,area_rug_1,60,80,3,4,5,2,1
,1,area_rug_1,60,70,5,3,6,1,1
,1,area_rug_1,60,125,3,3,6,1,1
,1,area_rug_1,60,100,3,3,6,1,1
30,1,area_rug_1,60,85,5,3,5,2,1
,1,area_rug_1,60,100,5,3,5,1,1
55,1,area_rug_1,60,97,4,3,5,1,1
,1,area_rug_1,60,50,1,2,5,1,1
40,1,area_rug_1,60,150,0,3,5,1,1
,1,area_rug_1,60,50,4,3,5,1,1
,1,area_rug_1,60,60,0,3,5,1,1
,1,area_rug_1,60,50,3,3,6,1,1
,1,area_rug_1,60,125,5,3,6,1,3
,1,area_rug_1,60,50,1,3,5,2,1
,1,area_rug_1,60,65,1,4,5,1,1
40,1,area_rug_1,60,50,3,3,6,1,1
20,1,area_rug_1,60,50,0,3,5,2,1
20,1,area_rug_1,60,50,1,4,6,2,1
,1,area_rug_1,60,100,5,2,5,1,1
,1,area_rug_1,60,75,2,2,6,1,3
,1,area_rug_1,60,130,2,2,6,1,1
,1,area_rug_1,60,150,5,3,5,1,1
,1,area_rug_1,60,50,1,5,6,2,1
,1,area_rug_1,60,50,1,3,5,1,1
,1,area_rug_1,60,85,4,3,6,1,1
50,1,area_rug_1,60,120,4,2,9,1,4
50,1,area_rug_1,60,40,3,3,5,2,1
,1,area_rug_1,60,100,5,7,5,2,1
,1,area_rug_1,60,100,1,4,5,1,1
30,1,area_rug_1,60,50,5,3,5,3,1
,1,area_rug_1,60,100,3,3,5,2,1
50,1,area_rug_1,60,150,5,3,6,1,1
55,1,area_rug_1,60,100,2,3,5,1,1
,1,area_rug_1,60,100,4,3,5,1,1
,1,area_rug_1,60,100,5,3,6,1,1
40,1,area_rug_1,60,130,5,3,6,2,1
,1,area_rug_1,60,140,4,3,6,1,1
,1,area_rug_1,60,75,2,3,6,1,4
,1,area_rug_1,60,70,1,3,6,1,1
,1,area_rug_1,60,65,5,3,6,2,2
,1,area_rug_1,60,100,0,3,6,1,1
,1,area_rug_1,60,40,2,2,6,1,1
,1,area_rug_1,60,120,8,2,6,1,1
,1,area_rug_1,60,80,1,3,5,1,1
40,1,area_rug_1,60,80,2,3,6,1,1
,1,area_rug_1,60,100,5,3,5,1,1
55,1,area_rug_1,60,100,4,2,5,1,1
20,1,area_rug_1,60,50,3,3,6,1,4
30,1,area_rug_1,60,50,2,3,6,1,1
,1,area_rug_1,60,40,4,3,6,1,1
45,1,area_rug_1,60,60,2,3,6,2,1
,1,area_rug_1,60,48,1,3,6,2,1
10,1,area_rug_1,60,25,1,3,6,1,1
15,1,area_rug_1,60,26,1,4,5,2,1
,1,area_rug_1,60,120,5,3,5,1,1
,1,area_rug_1,60,50,2,3,5,1,1
,1,area_rug_1,60,70,1,5,5,2,1
25,1,area_rug_1,60,90,2,2,6,1,1
15,1,area_rug_1,60,30,2,3,6,1,2
10,0,weight_scale_0,25,140,5,2,5,1,1
5,0,weight_scale_0,25,50,1,3,6,2,1
,0,weight_scale_0,25,100,2,3,5,2,2
,0,weight_scale_0,25,100,5,3,5,2,1
15,0,weight_scale_0,25,40,2,3,5,2,1
10,0,weight_scale_0,25,50,0,3,5,2,1
7,0,weight_scale_0,25,30,1,3,6,2,1
,0,weight_scale_0,25,60,1,2,5,1,1
5,0,weight_scale_0,25,30,1,3,6,1,1
,0,weight_scale_0,25,150,1,3,5,1,1
,0,weight_scale_0,25,100,3,3,6,1,1
10,0,weight_scale_0,25,40,3,3,6,2,1
,0,weight_scale_0,25,130,3,3,6,2,1
5,0,weight_scale_0,25,30,1,3,5,1,1
15,0,weight_scale_0,25,110,3,3,5,1,1
,0,weight_scale_0,25,90,2,1,5,1,2
10,0,weight_scale_0,25,50,5,1,5,1,2
,0,weight_scale_0,25,45,1,3,6,1,1
20,0,weight_scale_0,25,125,5,3,6,1,1
20,0,weight_scale_0,25,20,2,3,5,1,1
,0,weight_scale_0,25,100,3,3,5,1,1
,0,weight_scale_0,25,75,1,3,5,1,1
,0,weight_scale_0,25,50,5,3,5,2,1
25,0,weight_scale_0,25,100,9,3,5,1,1
,0,weight_scale_0,25,30,1,4,6,1,1
20,0,weight_scale_0,25,75,3,3,6,1,2
,0,weight_scale_0,25,100,3,3,6,1,1
,0,weight_scale_0,25,125,2,3,5,1,1
,0,weight_scale_0,25,40,1,3,6,1,1
,0,weight_scale_0,25,125,1,3,5,1,1
5,0,weight_scale_0,25,40,0,3,6,1,1
,0,weight_scale_0,25,150,4,3,6,1,1
20,0,weight_scale_0,25,100,2,3,5,1,1
25,0,weight_scale_0,25,80,5,3,5,1,1
20,0,weight_scale_0,25,125,5,3,6,1,1
25,0,weight_scale_0,25,150,4,3,6,1,1
7,0,weight_scale_0,25,50,1,3,5,2,1
,0,weight_scale_0,25,100,3,3,6,1,1
,0,weight_scale_0,25,70,2,3,6,1,4
10,0,weight_scale_0,25,50,3,3,5,1,1
,0,weight_scale_0,25,10,0,3,5,1,1
15,0,weight_scale_0,25,120,0,3,5,1,1
10,0,weight_scale_0,25,80,2,3,6,1,1
10,0,weight_scale_0,25,60,2,3,6,1,1
10,0,weight_scale_0,25,50,1,3,6,1,1
5,0,weight_scale_0,25,70,3,3,6,2,1
,0,weight_scale_0,25,50,1,4,6,2,1
,0,weight_scale_0,25,50,1,3,6,1,1
10,0,weight_scale_0,25,50,3,2,6,1,1
,0,weight_scale_0,25,140,4,3,6,1,1
10,0,weight_scale_0,25,90,5,3,5,1,1
10,0,weight_scale_0,25,90,2,3,6,1,1
15,0,weight_scale_0,25,120,2,3,6,2,4
20,0,weight_scale_0,25,50,2,3,6,1,1
20,0,weight_scale_0,25,50,2,3,6,1,1
15,0,weight_scale_0,25,120,3,6,5,2,1
,0,weight_scale_0,25,100,5,6,6,2,1
,0,weight_scale_0,25,60,1,5,5,2,1
,0,weight_scale_0,25,100,4,3,6,2,1
10,0,weight_scale_0,25,125,3,3,5,1,1
,0,weight_scale_0,25,80,3,3,6,2,1
10,0,weight_scale_0,25,30,2,3,6,1,4
10,0,weight_scale_0,25,80,2,3,5,2,1
17,0,weight_scale_0,25,125,1,3,5,2,1
10,0,weight_scale_0,25,75,3,3,6,2,3
12,0,weight_scale_0,25,45,2,3,6,2,5
7,0,weight_scale_0,25,35,1,3,6,1,2
,0,weight_scale_0,25,70,2,3,6,1,1
5,0,weight_scale_0,25,75,3,3,6,1,1
,0,weight_scale_0,25,50,2,3,6,3,5
10,0,weight_scale_0,25,100,3,2,5,1,1
,0,weight_scale_0,25,90,2,3,6,1,4
10,0,weight_scale_0,25,100,5,3,5,1,1
15,0,weight_scale_0,25,120,5,3,5,1,1
,0,weight_scale_0,25,50,5,3,6,1,1
20,0,weight_scale_0,25,100,5,3,6,2,1
10,0,weight_scale_0,25,30,2,6,6,1,1
10,0,weight_scale_0,25,95,1,5,5,2,1
,0,weight_scale_0,25,35,3,3,6,2,4
,0,weight_scale_0,25,120,5,3,5,2,1
,0,weight_scale_0,25,75,2,3,6,1,1
,0,weight_scale_0,25,50,1,3,6,1,1
,0,weight_scale_0,25,50,3,3,6,1,1
15,0,weight_scale_0,25,125,3,3,6,1,1
10,0,weight_scale_0,25,50,2,5,6,1,1
12,0,weight_scale_0,25,50,1,2,5,1,1
5,0,weight_scale_0,25,80,1,3,5,1,4
,0,weight_scale_0,25,110,4,2,6,1,1
12,0,weight_scale_0,25,100,4,2,6,1,1
20,0,weight_scale_0,25,85,4,3,6,2,1
15,0,weight_scale_0,25,100,5,2,6,1,1
,0,weight_scale_0,25,100,9,3,6,1,1
,0,weight_scale_0,25,80,1,3,5,2,1
10,0,weight_scale_0,25,50,0,2,5,1,1
15,0,weight_scale_0,25,100,5,2,6,1,1
8,0,weight_scale_0,25,60,3,2,6,1,3
20,0,weight_scale_0,25,100,5,2,6,1,1
20,0,weight_scale_0,25,145,4,2,6,1,1
10,0,weight_scale_0,25,30,2,2,6,1,1
0,0,weight_scale_0,25,90,3,2,6,1,1
,0,weight_scale_0,25,100,2,3,5,1,1
,0,weight_scale_0,25,60,1,2,6,1,1
12,0,weight_scale_0,25,40,3,4,5,2,1
10,0,weight_scale_0,25,75,2,3,5,1,1
,0,weight_scale_0,25,60,9,3,5,1,1
5,0,weight_scale_0,25,5,1,3,5,1,1
,0,weight_scale_0,25,100,5,2,6,1,1
,0,weight_scale_0,25,100,3,2,6,1,3
,0,weight_scale_0,25,25,3,2,6,1,1
12,0,weight_scale_0,25,75,4,3,6,1,1
,0,weight_scale_0,25,80,5,3,6,2,1
20,0,weight_scale_0,25,100,1,3,6,2,1
5,0,weight_scale_0,25,25,2,3,6,1,3
20,0,weight_scale_0,25,150,5,3,6,1,1
,0,weight_scale_0,25,135,5,3,6,2,1
,0,weight_scale_0,25,100,2,3,6,1,1
10,0,weight_scale_0,25,80,3,3,6,1,3
5,0,weight_scale_0,25,50,2,3,6,1,1
5,0,weight_scale_0,25,20,0,3,5,1,1
,0,weight_scale_0,25,120,5,3,6,1,1
,0,weight_scale_0,25,20,1,3,6,1,1
,0,weight_scale_0,25,50,2,3,5,1,1
,0,weight_scale_0,25,75,2,3,6,1,1
10,0,weight_scale_0,25,80,2,3,5,1,1
15,0,weight_scale_0,25,100,7,3,6,1,4
15,0,weight_scale_0,25,35,0,3,6,1,1
,0,weight_scale_0,25,50,4,3,6,1,2
,0,weight_scale_0,25,120,5,3,6,1,1
,0,weight_scale_0,25,120,2,2,6,1,2
10,0,weight_scale_0,25,80,4,2,6,1,4
10,0,weight_scale_0,25,100,5,3,5,1,1
,0,weight_scale_0,25,100,0,2,6,1,1
10,0,weight_scale_0,25,120,2,3,5,1,1
10,0,weight_scale_0,25,80,3,2,6,1,1
10,0,weight_scale_0,25,55,3,3,6,2,4
20,0,weight_scale_0,25,125,5,3,5,2,1
,0,weight_scale_0,25,50,1,3,5,2,1
20,0,weight_scale_0,25,110,5,3,5,1,1
15,0,weight_scale_0,25,90,9,3,6,1,1
,0,weight_scale_0,25,60,1,3,6,1,1
,0,weight_scale_0,25,80,3,3,6,1,1
,0,weight_scale_0,25,75,1,3,5,1,1
10,0,weight_scale_0,25,50,1,3,6,1,1
,0,weight_scale_0,25,40,0,2,6,1,1
15,0,weight_scale_0,25,100,1,3,6,1,3
,0,weight_scale_0,25,75,1,3,5,1,1
5,0,weight_scale_0,25,80,0,3,5,2,1
15,0,weight_scale_0,25,80,5,3,6,1,1
,0,weight_scale_0,25,50,1,3,6,1,1
15,0,weight_scale_0,25,75,2,3,5,1,1
,0,weight_scale_0,25,40,1,3,6,1,1
20,0,weight_scale_0,25,75,3,3,6,1,1
15,0,weight_scale_0,25,50,3,2,5,1,4
15,0,weight_scale_0,25,125,5,2,6,1,1
15,0,weight_scale_0,25,70,2,3,6,1,1
,0,weight_scale_0,25,100,0,6,5,2,1
,0,weight_scale_0,25,65,3,4,6,2,1
10,0,weight_scale_0,25,50,2,3,6,1,1
,0,weight_scale_0,25,50,2,3,5,2,1
,0,weight_scale_0,25,95,1,3,5,2,1
,0,weight_scale_0,25,80,3,3,6,1,1
10,0,weight_scale_0,25,40,2,2,5,1,4
,0,weight_scale_0,25,75,2,3,5,1,1
,0,weight_scale_0,25,150,2,3,6,1,1
15,0,weight_scale_0,25,45,4,2,6,1,1
5,0,weight_scale_0,25,40,1,3,5,2,1
5,0,weight_scale_0,25,40,1,5,5,2,1
8,0,weight_scale_0,25,45,4,3,6,2,1
10,0,weight_scale_0,25,80,2,6,6,1,1
,0,weight_scale_0,25,75,2,3,6,1,1
,0,weight_scale_0,25,90,5,3,6,1,1
,0,weight_scale_0,25,120,1,3,6,1,1
,0,weight_scale_0,25,100,3,3,5,1,1
10,0,weight_scale_0,25,50,4,3,6,1,1
10,0,weight_scale_0,25,50,3,3,6,2,1
10,0,weight_scale_0,25,50,5,3,6,1,1
10,0,weight_scale_0,25,100,3,3,5,2,1
,0,weight_scale_0,25,100,5,2,5,1,1
,0,weight_scale_0,25,140,5,2,5,1,1
,0,weight_scale_0,25,30,4,3,6,1,1
10,0,weight_scale_0,25,80,1,3,6,1,1
18,0,weight_scale_0,25,20,3,6,5,2,1
10,0,weight_scale_0,25,50,3,6,6,2,3
,0,weight_scale_0,25,125,5,3,5,2,2
,0,weight_scale_0,25,120,5,3,5,1,1
,0,weight_scale_0,25,75,2,5,6,2,3
10,0,weight_scale_0,25,100,2,3,6,1,1
5,0,weight_scale_0,25,50,3,6,5,1,5
15,0,weight_scale_0,25,80,3,4,5,2,1
16,0,weight_scale_0,25,70,5,3,6,1,1
15,0,weight_scale_0,25,125,3,3,6,1,1
,0,weight_scale_0,25,100,3,3,6,1,1
10,0,weight_scale_0,25,85,5,3,5,2,1
20,0,weight_scale_0,25,100,5,3,5,1,1
18,0,weight_scale_0,25,97,4,3,5,1,1
10,0,weight_scale_0,25,50,1,2,5,1,1
,0,weight_scale_0,25,150,0,3,5,1,1
,0,weight_scale_0,25,50,4,3,5,1,1
,0,weight_scale_0,25,60,0,3,5,1,1
,0,weight_scale_0,25,50,3,3,6,1,1
10,0,weight_scale_0,25,125,5,3,6,1,3
,0,weight_scale_0,25,50,1,3,5,2,1
8,0,weight_scale_0,25,65,1,4,5,1,1
,0,weight_scale_0,25,50,3,3,6,1,1
10,0,weight_scale_0,25,50,0,3,5,2,1
10,0,weight_scale_0,25,50,1,4,6,2,1
20,0,weight_scale_0,25,100,5,2,5,1,1
5,0,weight_scale_0,25,75,2,2,6,1,3
15,0,weight_scale_0,25,130,2,2,6,1,1
,0,weight_scale_0,25,150,5,3,5,1,1
,0,weight_scale_0,25,50,1,5,6,2,1
,0,weight_scale_0,25,50,1,3,5,1,1
10,0,weight_scale_0,25,85,4,3,6,1,1
,0,weight_scale_0,25,120,4,2,9,1,4
,0,weight_scale_0,25,40,3,3,5,2,1
20,0,weight_scale_0,25,100,5,7,5,2,1
,0,weight_scale_0,25,100,1,4,5,1,1
10,0,weight_scale_0,25,50,5,3,5,3,1
,0,weight_scale_0,25,100,3,3,5,2,1
,0,weight_scale_0,25,150,5,3,6,1,1
15,0,weight_scale_0,25,100,2,3,5,1,1
,0,weight_scale_0,25,100,4,3,5,1,1
15,0,weight_scale_0,25,100,5,3,6,1,1
15,0,weight_scale_0,25,130,5,3,6,2,1
,0,weight_scale_0,25,140,4,3,6,1,1
,0,weight_scale_0,25,75,2,3,6,1,4
,0,weight_scale_0,25,70,1,3,6,1,1
5,0,weight_scale_0,25,65,5,3,6,2,2
11,0,weight_scale_0,25,100,0,3,6,1,1
12,0,weight_scale_0,25,40,2,2,6,1,1
20,0,weight_scale_0,25,120,8,2,6,1,1
5,0,weight_scale_0,25,80,1,3,5,1,1
,0,weight_scale_0,25,80,2,3,6,1,1
15,0,weight_scale_0,25,100,5,3,5,1,1
,0,weight_scale_0,25,100,4,2,5,1,1
10,0,weight_scale_0,25,50,3,3,6,1,4
,0,weight_scale_0,25,50,2,3,6,1,1
10,0,weight_scale_0,25,40,4,3,6,1,1
,0,weight_scale_0,25,60,2,3,6,2,1
,0,weight_scale_0,25,48,1,3,6,2,1
5,0,weight_scale_0,25,25,1,3,6,1,1
,0,weight_scale_0,25,26,1,4,5,2,1
15,0,weight_scale_0,25,120,5,3,5,1,1
10,0,weight_scale_0,25,50,2,3,5,1,1
10,0,weight_scale_0,25,70,1,5,5,2,1
10,0,weight_scale_0,25,90,2,2,6,1,1
10,0,weight_scale_0,25,30,2,3,6,1,2
,1,weight_scale_1,25,140,5,2,5,1,1
,1,weight_scale_1,25,50,1,3,6,2,1
10,1,weight_scale_1,25,100,2,3,5,2,2
15,1,weight_scale_1,25,100,5,3,5,2,1
,1,weight_scale_1,25,40,2,3,5,2,1
,1,weight_scale_1,25,50,0,3,5,2,1
,1,weight_scale_1,25,30,1,3,6,2,1
10,1,weight_scale_1,25,60,1,2,5,1,1
,1,weight_scale_1,25,30,1,3,6,1,1
15,1,weight_scale_1,25,150,1,3,5,1,1
20,1,weight_scale_1,25,100,3,3,6,1,1
,1,weight_scale_1,25,40,3,3,6,2,1
15,1,weight_scale_1,25,130,3,3,6,2,1
,1,weight_scale_1,25,30,1,3,5,1,1
,1,weight_scale_1,25,110,3,3,5,1,1
10,1,weight_scale_1,25,90,2,1,5,1,2
,1,weight_scale_1,25,50,5,1,5,1,2
10,1,weight_scale_1,25,45,1,3,6,1,1
,1,weight_scale_1,25,125,5,3,6,1,1
,1,weight_scale_1,25,20,2,3,5,1,1
20,1,weight_scale_1,25,100,3,3,5,1,1
10,1,weight_scale_1,25,75,1,3,5,1,1
25,1,weight_scale_1,25,50,5,3,5,2,1
,1,weight_scale_1,25,100,9,3,5,1,1
2,1,weight_scale_1,25,30,1,4,6,1,1
,1,weight_scale_1,25,75,3,3,6,1,2
20,1,weight_scale_1,25,100,3,3,6,1,1
15,1,weight_scale_1,25,125,2,3,5,1,1
10,1,weight_scale_1,25,40,1,3,6,1,1
10,1,weight_scale_1,25,125,1,3,5,1,1
,1,weight_scale_1,25,40,0,3,6,1,1
22,1,weight_scale_1,25,150,4,3,6,1,1
,1,weight_scale_1,25,100,2,3,5,1,1
,1,weight_scale_1,25,80,5,3,5,1,1
,1,weight_scale_1,25,125,5,3,6,1,1
,1,weight_scale_1,25,150,4,3,6,1,1
,1,weight_scale_1,25,50,1,3,5,2,1
15,1,weight_scale_1,25,100,3,3,6,1,1
15,1,weight_scale_1,25,70,2,3,6,1,4
,1,weight_scale_1,25,50,3,3,5,1,1
5,1,weight_scale_1,25,10,0,3,5,1,1
,1,weight_scale_1,25,120,0,3,5,1,1
,1,weight_scale_1,25,80,2,3,6,1,1
,1,weight_scale_1,25,60,2,3,6,1,1
,1,weight_scale_1,25,50,1,3,6,1,1
,1,weight_scale_1,25,70,3,3,6,2,1
5,1,weight_scale_1,25,50,1,4,6,2,1
15,1,weight_scale_1,25,50,1,3,6,1,1
,1,weight_scale_1,25,50,3,2,6,1,1
15,1,weight_scale_1,25,140,4,3,6,1,1
,1,weight_scale_1,25,90,5,3,5,1,1
,1,weight_scale_1,25,90,2,3,6,1,1
,1,weight_scale_1,25,120,2,3,6,2,4
,1,weight_scale_1,25,50,2,3,6,1,1
,1,weight_scale_1,25,50,2,3,6,1,1
,1,weight_scale_1,25,120,3,6,5,2,1
15,1,weight_scale_1,25,100,5,6,6,2,1
8,1,weight_scale_1,25,60,1,5,5,2,1
15,1,weight_scale_1,25,100,4,3,6,2,1
,1,weight_scale_1,25,125,3,3,5,1,1
15,1,weight_scale_1,25,80,3,3,6,2,1
,1,weight_scale_1,25,30,2,3,6,1,4
,1,weight_scale_1,25,80,2,3,5,2,1
,1,weight_scale_1,25,125,1,3,5,2,1
,1,weight_scale_1,25,75,3,3,6,2,3
,1,weight_scale_1,25,45,2,3,6,2,5
,1,weight_scale_1,25,35,1,3,6,1,2
10,1,weight_scale_1,25,70,2,3,6,1,1
,1,weight_scale_1,25,75,3,3,6,1,1
10,1,weight_scale_1,25,50,2,3,6,3,5
,1,weight_scale_1,25,100,3,2,5,1,1
10,1,weight_scale_1,25,90,2,3,6,1,4
,1,weight_scale_1,25,100,5,3,5,1,1
,1,weight_scale_1,25,120,5,3,5,1,1
15,1,weight_scale_1,25,50,5,3,6,1,1
,1,weight_scale_1,25,100,5,3,6,2,1
,1,weight_scale_1,25,30,2,6,6,1,1
,1,weight_scale_1,25,95,1,5,5,2,1
15,1,weight_scale_1,25,35,3,3,6,2,4
